[0, 1, 3, 5], 2.8985147867592294
[4, 7, 3, 1], 2.898514786759229
[4, 5, 3, 7], 2.898514786759229
[7, 5, 4, 2], 2.8985147867592285
[4, 3, 7, 5], 2.898514786759228
[0, 1, 5, 3], 2.898514786759228
[4, 3, 7, 1], 2.8985147867592276
[5, 4, 7, 3], 2.898514786759227
[4, 5, 2, 7], 2.898514786759227
[5, 2, 4, 7], 2.898514786759227
[3, 1, 0, 5], 2.8985147867592267
[0, 6, 3, 1], 2.8985147867592267
[0, 3, 2, 4], 2.8985147867592267
[5, 3, 4, 7], 2.8985147867592267
[5, 3, 7, 4], 2.8985147867592267
[4, 3, 5, 7], 2.8985147867592262
[4, 0, 2, 5], 2.8985147867592262
[0, 5, 4, 2], 2.8985147867592262
[2, 5, 4, 7], 2.8985147867592262
[5, 4, 3, 7], 2.8985147867592262
[5, 2, 3, 4], 2.8985147867592262
[4, 7, 3, 5], 2.898514786759226
[5, 0, 3, 1], 2.898514786759226
[0, 5, 3, 1], 2.898514786759226
[4, 7, 2, 6], 2.898514786759226
[5, 3, 7, 2], 2.898514786759226
[0, 2, 4, 3], 2.898514786759226
[4, 1, 3, 7], 2.898514786759226
[1, 3, 7, 4], 2.898514786759226
[0, 2, 3, 5], 2.898514786759226
[0, 2, 3, 4], 2.898514786759226
[7, 4, 3, 1], 2.898514786759226
[0, 7, 1, 2], 2.898514786759226
[0, 3, 2, 5], 2.898514786759226
[0, 3, 5, 1], 2.898514786759226
[4, 2, 0, 5], 2.8985147867592254
[1, 4, 3, 7], 2.8985147867592254
[6, 3, 0, 5], 2.8985147867592254
[3, 4, 7, 1], 2.8985147867592254
[4, 2, 3, 5], 2.8985147867592254
[2, 4, 3, 5], 2.8985147867592254
[0, 5, 2, 4], 2.8985147867592254
[5, 2, 4, 3], 2.8985147867592254
[3, 1, 7, 5], 2.898514786759225
[0, 4, 2, 5], 2.898514786759225
[4, 3, 0, 5], 2.898514786759225
[0, 4, 1, 2], 2.898514786759225
[3, 0, 5, 1], 2.898514786759225
[2, 0, 3, 5], 2.898514786759225
[4, 0, 3, 2], 2.898514786759225
[3, 0, 2, 4], 2.898514786759225
[4, 0, 3, 5], 2.898514786759225
[2, 7, 4, 6], 2.898514786759225
[0, 3, 4, 2], 2.898514786759225
[0, 2, 4, 5], 2.898514786759225
[6, 0, 1, 3], 2.898514786759225
[7, 0, 4, 2], 2.898514786759225
[5, 4, 7, 2], 2.8985147867592245
[0, 1, 3, 6], 2.8985147867592245
[5, 3, 2, 7], 2.8985147867592245
[0, 6, 2, 7], 2.8985147867592245
[2, 4, 3, 1], 2.8985147867592245
[7, 3, 4, 5], 2.8985147867592245
[2, 6, 7, 3], 2.8985147867592245
[0, 5, 3, 2], 2.8985147867592245
[4, 5, 7, 2], 2.8985147867592245
[7, 3, 4, 1], 2.8985147867592245
[4, 5, 7, 3], 2.8985147867592245
[2, 5, 3, 7], 2.8985147867592245
[0, 1, 4, 2], 2.8985147867592245
[1, 0, 5, 6], 2.8985147867592245
[3, 2, 4, 5], 2.8985147867592245
[2, 0, 4, 6], 2.8985147867592245
[5, 2, 7, 3], 2.8985147867592245
[0, 6, 2, 4], 2.8985147867592245
[1, 0, 3, 5], 2.8985147867592245
[4, 0, 5, 2], 2.8985147867592245
[1, 3, 2, 5], 2.8985147867592245
[1, 6, 5, 3], 2.898514786759224
[1, 6, 7, 3], 2.898514786759224
[0, 6, 1, 2], 2.898514786759224
[2, 1, 3, 5], 2.898514786759224
[7, 5, 3, 4], 2.898514786759224
[5, 3, 0, 2], 2.898514786759224
[0, 6, 1, 3], 2.898514786759224
[2, 0, 4, 5], 2.898514786759224
[4, 3, 1, 7], 2.898514786759224
[4, 2, 3, 0], 2.898514786759224
[4, 3, 7, 0], 2.898514786759224
[7, 0, 2, 5], 2.898514786759224
[4, 3, 2, 5], 2.898514786759224
[2, 5, 3, 4], 2.898514786759224
[4, 2, 5, 0], 2.898514786759224
[3, 2, 7, 5], 2.898514786759224
[7, 2, 4, 5], 2.898514786759224
[0, 6, 3, 2], 2.898514786759224
[1, 3, 0, 5], 2.898514786759224
[4, 3, 5, 2], 2.8985147867592236
[3, 4, 7, 5], 2.8985147867592236
[1, 6, 3, 0], 2.8985147867592236
[3, 5, 4, 7], 2.8985147867592236
[6, 5, 7, 3], 2.8985147867592236
[2, 0, 1, 6], 2.8985147867592236
[5, 6, 7, 3], 2.8985147867592236
[1, 3, 4, 7], 2.8985147867592236
[4, 5, 2, 0], 2.8985147867592236
[2, 0, 5, 4], 2.8985147867592236
[5, 3, 4, 2], 2.8985147867592236
[4, 5, 0, 2], 2.8985147867592236
[0, 4, 3, 5], 2.8985147867592236
[1, 7, 3, 4], 2.8985147867592236
[5, 7, 3, 2], 2.8985147867592236
[3, 1, 5, 0], 2.8985147867592236
[3, 2, 5, 4], 2.8985147867592236
[3, 0, 4, 2], 2.8985147867592236
[7, 2, 1, 0], 2.8985147867592236
[0, 3, 1, 5], 2.8985147867592236
[2, 6, 3, 7], 2.8985147867592236
[0, 2, 4, 7], 2.8985147867592236
[0, 6, 2, 3], 2.8985147867592236
[4, 2, 7, 5], 2.8985147867592236
[0, 2, 3, 1], 2.8985147867592236
[7, 3, 5, 4], 2.8985147867592236
[0, 6, 7, 3], 2.8985147867592236
[7, 4, 2, 6], 2.8985147867592236
[5, 7, 3, 4], 2.8985147867592236
[6, 0, 3, 1], 2.8985147867592236
[7, 2, 4, 0], 2.8985147867592236
[5, 2, 3, 0], 2.8985147867592236
[1, 4, 3, 5], 2.8985147867592236
[5, 0, 1, 6], 2.8985147867592236
[5, 4, 2, 7], 2.8985147867592236
[0, 6, 5, 1], 2.8985147867592236
[7, 0, 5, 2], 2.898514786759223
[0, 4, 3, 2], 2.898514786759223
[3, 1, 7, 4], 2.898514786759223
[4, 1, 7, 3], 2.898514786759223
[6, 7, 3, 1], 2.898514786759223
[5, 0, 2, 4], 2.898514786759223
[3, 0, 1, 5], 2.898514786759223
[6, 4, 0, 5], 2.898514786759223
[0, 7, 2, 6], 2.898514786759223
[3, 2, 1, 5], 2.898514786759223
[4, 0, 7, 2], 2.898514786759223
[3, 5, 7, 2], 2.898514786759223
[0, 7, 2, 5], 2.898514786759223
[6, 5, 4, 7], 2.898514786759223
[2, 6, 3, 4], 2.898514786759223
[3, 0, 1, 6], 2.898514786759223
[6, 1, 3, 0], 2.898514786759223
[7, 3, 5, 2], 2.898514786759223
[4, 2, 3, 1], 2.898514786759223
[7, 4, 3, 5], 2.898514786759223
[4, 2, 0, 3], 2.898514786759223
