[4, 0, 3, 4], 2.794612237577905;
[4, 7, 4, 7], 2.553404355215524;
[5, 2, 4, 6], 2.898514786759218;
[1, 0, 4, 2], 2.898514786759221;
[4, 0, 0, 0], 2.4015138931003523;
[0, 3, 6, 0], 2.7946122375779003;
[6, 2, 4, 2], 2.7946122375779114;
[6, 6, 1, 0], 2.7946122375779017;
[5, 3, 5, 0], 2.7946122375779043;
[6, 0, 1, 5], 2.898514786759222;
[2, 3, 1, 4], 2.8985147867592223;
[4, 5, 1, 6], 2.898514786759214;
[2, 1, 1, 0], 2.7946122375779012;
[3, 6, 2, 0], 2.898514786759218;
[7, 3, 0, 7], 2.794612237577896;
[0, 1, 0, 2], 2.7946122375778972;
[3, 0, 5, 3], 2.794612237577903;
[6, 2, 4, 0], 2.898514786759217;
[3, 5, 1, 3], 2.7946122375778977;
[6, 7, 5, 1], 2.8985147867592134;
[0, 2, 4, 1], 2.898514786759221;
[3, 3, 3, 5], 2.4015138931003452;
[3, 6, 2, 5], 2.8985147867592174;
[6, 6, 4, 0], 2.794612237577899;
[0, 6, 1, 2], 2.898514786759224;
[4, 5, 5, 7], 2.7946122375778923;
[5, 6, 3, 3], 2.794612237577903;
[1, 4, 5, 2], 2.8985147867592196;
[6, 1, 2, 3], 2.898514786759218;
[0, 6, 3, 6], 2.7946122375779074;
[4, 5, 5, 4], 2.5534043552155072;
[5, 4, 3, 6], 2.898514786759217;
[0, 0, 2, 0], 2.40151389310035;
[3, 1, 1, 1], 2.4015138931003435;
[7, 4, 6, 5], 2.8985147867592174;
[2, 4, 5, 4], 2.7946122375778986;
[5, 3, 5, 6], 2.794612237577902;
[7, 7, 3, 0], 2.7946122375778994;
[3, 5, 5, 2], 2.7946122375779034;
[5, 2, 7, 7], 2.7946122375778932;
[2, 4, 1, 0], 2.89851478675922;
[0, 2, 0, 5], 2.794612237577894;
[3, 1, 4, 3], 2.7946122375779012;
[1, 6, 4, 7], 2.8985147867592196;
[3, 5, 6, 4], 2.8985147867592134;
[5, 0, 2, 4], 2.898514786759223;
[5, 7, 3, 6], 2.8985147867592214;
[4, 1, 3, 1], 2.794612237577909;
[2, 7, 1, 4], 2.8985147867592223;
[5, 4, 7, 3], 2.898514786759227;
[7, 3, 6, 1], 2.8985147867592227;
[5, 1, 1, 2], 2.7946122375778972;
[0, 1, 5, 2], 2.898514786759222;
[7, 6, 6, 2], 2.794612237577902;
[3, 4, 0, 6], 2.8985147867592147;
[6, 5, 5, 4], 2.7946122375778994;
[0, 1, 2, 1], 2.7946122375779043;
[6, 7, 0, 0], 2.7946122375779017;
[4, 4, 0, 6], 2.7946122375779012;
[0, 2, 0, 7], 2.7946122375779017;
[0, 2, 5, 6], 2.8985147867592165;
[5, 6, 7, 7], 2.7946122375779017;
[0, 5, 6, 2], 2.898514786759217;
[3, 2, 5, 7], 2.8985147867592223;
[4, 1, 4, 5], 2.7946122375779083;
[6, 4, 4, 4], 2.401513893100344;
[2, 5, 2, 3], 2.794612237577907;
[1, 0, 0, 3], 2.794612237577901;
[5, 3, 2, 5], 2.7946122375778986;
[1, 5, 5, 3], 2.7946122375779052;
[7, 6, 0, 1], 2.898514786759218;
[7, 7, 7, 2], 2.4015138931003537;
[2, 1, 2, 7], 2.7946122375779026;
[6, 1, 4, 4], 2.7946122375779097;
[7, 7, 2, 7], 2.4015138931003492;
[4, 0, 2, 6], 2.898514786759222;
[5, 1, 6, 1], 2.794612237577911;
[0, 2, 2, 5], 2.7946122375778972;
[3, 5, 2, 2], 2.794612237577902;
[3, 4, 3, 0], 2.7946122375779003;
[5, 2, 1, 1], 2.794612237577895;
[4, 0, 2, 0], 2.794612237577895;
[3, 0, 6, 2], 2.898514786759217;
[3, 6, 7, 6], 2.794612237577901;
[6, 3, 3, 0], 2.7946122375779;
[0, 1, 3, 6], 2.8985147867592245;
[1, 0, 1, 2], 2.794612237577902;
[4, 3, 7, 5], 2.898514786759228;
[2, 3, 2, 1], 2.7946122375779066;
[6, 6, 3, 4], 2.7946122375779066;
[2, 4, 5, 5], 2.794612237577892;
[7, 7, 3, 3], 2.5534043552155166;
[5, 4, 6, 2], 2.898514786759214;
[7, 5, 4, 7], 2.794612237577894;
[3, 5, 1, 6], 2.8985147867592183;
[6, 1, 4, 3], 2.8985147867592183;
[1, 6, 7, 7], 2.794612237577903;
[6, 5, 5, 0], 2.7946122375779012;
[6, 4, 2, 5], 2.8985147867592174;
[5, 4, 6, 0], 2.8985147867592143;
[0, 5, 7, 0], 2.794612237577901;
[1, 2, 1, 1], 2.4015138931003497;
[7, 6, 0, 5], 2.89851478675922;
[2, 4, 2, 0], 2.7946122375778892;
[3, 3, 1, 2], 2.7946122375778994;
[2, 4, 7, 1], 2.898514786759219;
[0, 0, 4, 7], 2.7946122375778994;
[2, 6, 6, 2], 2.553404355215515;
[5, 3, 3, 5], 2.5534043552155152;
[6, 1, 4, 5], 2.898514786759214;
[1, 1, 2, 6], 2.794612237577902;
[1, 6, 3, 1], 2.7946122375779128;
[5, 0, 4, 7], 2.8985147867592165;
[6, 5, 1, 2], 2.8985147867592125;
[0, 5, 5, 3], 2.7946122375779043;
[7, 1, 7, 6], 2.7946122375778923;
[2, 5, 2, 0], 2.7946122375778932;
[6, 7, 5, 3], 2.8985147867592205;
[4, 2, 4, 4], 2.4015138931003515;
[4, 5, 5, 0], 2.7946122375779026;
[1, 3, 7, 2], 2.898514786759219;
[4, 3, 3, 1], 2.7946122375779057;
[6, 2, 2, 0], 2.7946122375779074;
[6, 0, 3, 6], 2.794612237577908;
[3, 0, 1, 5], 2.898514786759223;
[5, 7, 1, 4], 2.898514786759214;
[1, 5, 7, 5], 2.7946122375779012;
[6, 1, 5, 6], 2.7946122375779097;
[0, 6, 0, 1], 2.794612237577904;
[7, 2, 7, 2], 2.5534043552155157;
[4, 0, 1, 0], 2.794612237577907;
[6, 0, 7, 0], 2.7946122375779057;
[4, 3, 3, 0], 2.794612237577897;
[3, 6, 3, 5], 2.794612237577907;
[1, 7, 3, 6], 2.8985147867592205;
[3, 6, 3, 0], 2.7946122375779026;
[5, 3, 6, 0], 2.898514786759219;
[5, 2, 2, 0], 2.794612237577904;
[3, 3, 7, 3], 2.401513893100349;
[5, 5, 2, 0], 2.7946122375778994;
[2, 6, 2, 2], 2.401513893100348;
[4, 0, 3, 1], 2.8985147867592227;
[7, 4, 7, 1], 2.794612237577899;
[0, 3, 2, 1], 2.8985147867592223;
[7, 4, 5, 2], 2.898514786759222;
[5, 3, 6, 6], 2.7946122375779012;
[2, 7, 7, 5], 2.794612237577911;
[3, 6, 6, 0], 2.794612237577903;
[3, 1, 2, 5], 2.8985147867592223;
[6, 7, 1, 2], 2.8985147867592165;
[2, 0, 4, 4], 2.794612237577905;
[2, 5, 4, 4], 2.7946122375778986;
[6, 5, 1, 0], 2.8985147867592196;
[1, 4, 2, 6], 2.898514786759219;
[3, 5, 7, 6], 2.89851478675922;
[3, 0, 0, 4], 2.794612237577896;
[2, 5, 4, 0], 2.8985147867592223;
[7, 6, 2, 7], 2.7946122375778986;
[4, 6, 1, 7], 2.898514786759218;
[7, 1, 0, 0], 2.7946122375779017;
[7, 4, 0, 3], 2.8985147867592156;
[4, 7, 1, 4], 2.7946122375779052;
[1, 5, 5, 1], 2.5534043552155112;
[3, 3, 0, 7], 2.794612237577903;
[0, 1, 1, 6], 2.794612237577905;
[6, 6, 1, 5], 2.7946122375779017;
[0, 3, 7, 5], 2.8985147867592205;
[4, 2, 7, 7], 2.794612237577894;
[6, 5, 6, 0], 2.7946122375779003;
[2, 2, 5, 2], 2.4015138931003484;
[7, 7, 7, 0], 2.4015138931003452;
[7, 2, 6, 7], 2.794612237577899;
[5, 5, 7, 7], 2.5534043552155166;
[5, 4, 5, 5], 2.401513893100346;
[3, 4, 5, 2], 2.8985147867592183;
[1, 3, 4, 2], 2.898514786759222;
[2, 3, 4, 3], 2.7946122375779003;
[4, 7, 0, 4], 2.794612237577911;
[2, 0, 7, 5], 2.898514786759221;
[5, 1, 1, 5], 2.55340435521551;
[1, 4, 4, 6], 2.7946122375779052;
[3, 0, 0, 1], 2.7946122375778946;
[4, 1, 7, 6], 2.898514786759221;
[7, 1, 4, 1], 2.794612237577908;
[3, 6, 1, 7], 2.8985147867592205;
[5, 6, 3, 5], 2.794612237577909;
[7, 4, 4, 3], 2.794612237577902;
[4, 3, 5, 7], 2.8985147867592262;
[3, 2, 0, 3], 2.794612237577903;
[5, 7, 0, 6], 2.898514786759217;
[0, 1, 2, 4], 2.8985147867592214;
[3, 6, 7, 4], 2.8985147867592183;
[1, 3, 1, 5], 2.794612237577902;
[6, 5, 0, 2], 2.89851478675922;
[4, 7, 4, 4], 2.4015138931003532;
[4, 3, 3, 6], 2.794612237577905;
[2, 1, 4, 3], 2.898514786759217;
[6, 0, 7, 4], 2.898514786759217;
[6, 6, 7, 5], 2.7946122375779083;
[5, 3, 4, 5], 2.794612237577902;
[2, 3, 2, 5], 2.794612237577898;
[6, 4, 5, 5], 2.794612237577904;
[2, 1, 1, 6], 2.7946122375778977;
[5, 6, 5, 7], 2.7946122375779;
[7, 2, 6, 6], 2.7946122375778986;
[0, 5, 7, 2], 2.898514786759219;
[1, 5, 3, 1], 2.7946122375779034;
[0, 0, 4, 1], 2.794612237577908;
[6, 4, 3, 6], 2.7946122375779088;
[0, 0, 5, 4], 2.7946122375779;
[2, 2, 6, 7], 2.794612237577897;
[5, 5, 5, 4], 2.4015138931003426;
[2, 3, 4, 2], 2.7946122375779012;
[1, 1, 2, 4], 2.794612237577906;
[6, 0, 7, 7], 2.7946122375779026;
[5, 3, 1, 6], 2.89851478675922;
[4, 2, 3, 7], 2.8985147867592214;
[6, 1, 0, 6], 2.7946122375778972;
[7, 5, 2, 3], 2.8985147867592205;
[2, 5, 6, 3], 2.8985147867592143;
[2, 7, 5, 2], 2.794612237577906;
[5, 4, 4, 7], 2.794612237577893;
[7, 6, 7, 0], 2.7946122375779043;
[7, 0, 0, 1], 2.7946122375778937;
[6, 3, 2, 4], 2.8985147867592156;
[5, 4, 7, 1], 2.8985147867592156;
[2, 6, 4, 3], 2.898514786759222;
[1, 5, 1, 1], 2.4015138931003475;
[0, 6, 6, 4], 2.7946122375779026;
[5, 7, 5, 0], 2.7946122375779137;
[7, 5, 6, 5], 2.7946122375779034;
[5, 4, 0, 6], 2.8985147867592196;
[1, 2, 7, 3], 2.8985147867592183;
[0, 2, 0, 4], 2.794612237577903;
[6, 0, 5, 2], 2.898514786759221;
[0, 3, 5, 2], 2.8985147867592214;
[1, 7, 7, 6], 2.794612237577904;
[0, 1, 4, 3], 2.8985147867592174;
[7, 4, 3, 3], 2.794612237577901;
[0, 6, 6, 7], 2.7946122375778994;
[4, 7, 3, 6], 2.8985147867592134;
[4, 1, 2, 5], 2.898514786759217;
[6, 6, 1, 3], 2.7946122375779043;
[0, 3, 7, 3], 2.7946122375779043;
[5, 0, 4, 4], 2.7946122375779003;
[6, 1, 0, 7], 2.8985147867592156;
[0, 1, 2, 2], 2.794612237577898;
[1, 6, 3, 0], 2.8985147867592236;
[2, 4, 4, 1], 2.7946122375779034;
[3, 6, 6, 6], 2.401513893100341;
[7, 0, 6, 2], 2.8985147867592196;
[6, 4, 0, 5], 2.898514786759223;
[2, 2, 4, 6], 2.7946122375779034;
[0, 2, 4, 0], 2.7946122375778932;
[3, 2, 0, 2], 2.7946122375779017;
[5, 4, 4, 1], 2.794612237577912;
[2, 2, 4, 3], 2.7946122375779;
[2, 1, 3, 5], 2.898514786759224;
[0, 7, 2, 6], 2.898514786759223;
[4, 6, 2, 6], 2.794612237577901;
[4, 0, 5, 1], 2.898514786759213;
[4, 2, 3, 6], 2.898514786759221;
[7, 1, 1, 2], 2.7946122375779034;
[1, 7, 1, 5], 2.79461223757791;
[0, 1, 4, 4], 2.7946122375779012;
[4, 6, 0, 5], 2.8985147867592223;
[0, 5, 6, 6], 2.7946122375779;
[3, 5, 4, 7], 2.8985147867592236;
[1, 0, 1, 4], 2.7946122375779154;
[6, 2, 0, 1], 2.89851478675922;
[2, 1, 4, 4], 2.794612237577901;
[2, 5, 7, 2], 2.7946122375778994;
[0, 1, 3, 5], 2.8985147867592294;
[3, 1, 7, 1], 2.7946122375779034;
[6, 5, 1, 1], 2.794612237577912;
[1, 6, 0, 5], 2.8985147867592227;
[3, 5, 7, 3], 2.7946122375778955;
[2, 6, 1, 5], 2.898514786759217;
[4, 0, 2, 5], 2.8985147867592262;
[0, 0, 2, 6], 2.7946122375778955;
[1, 1, 0, 5], 2.794612237577902;
[2, 4, 0, 0], 2.79461223757789;
[6, 1, 0, 2], 2.8985147867592174;
[7, 5, 3, 4], 2.898514786759224;
[7, 6, 5, 7], 2.7946122375779003;
[5, 2, 5, 0], 2.794612237577908;
[1, 1, 7, 5], 2.7946122375779066;
[1, 7, 0, 3], 2.8985147867592174;
[7, 5, 3, 3], 2.794612237577899;
[4, 4, 5, 7], 2.794612237577895;
[7, 4, 4, 7], 2.5534043552155152;
[3, 4, 1, 2], 2.898514786759221;
[1, 4, 2, 2], 2.7946122375779026;
[1, 0, 0, 7], 2.794612237577899;
[1, 1, 5, 3], 2.794612237577893;
[1, 2, 3, 3], 2.794612237577905;
[3, 5, 2, 6], 2.898514786759215;
[1, 1, 0, 1], 2.4015138931003444;
[7, 1, 1, 3], 2.794612237577906;
[0, 0, 4, 5], 2.7946122375779066;
[7, 0, 7, 0], 2.5534043552155237;
[0, 4, 4, 0], 2.553404355215514;
[2, 5, 7, 6], 2.898514786759215;
[6, 6, 2, 1], 2.7946122375779043;
[1, 2, 1, 5], 2.794612237577901;
[0, 0, 1, 2], 2.794612237577898;
[0, 4, 4, 5], 2.7946122375779012;
[5, 7, 7, 2], 2.7946122375779017;
[1, 4, 1, 7], 2.7946122375779043;
[7, 0, 4, 3], 2.898514786759218;
[2, 7, 6, 5], 2.8985147867592116;
[7, 3, 7, 6], 2.794612237577907;
[2, 6, 4, 6], 2.7946122375778994;
[3, 0, 2, 6], 2.898514786759218;
[6, 6, 4, 7], 2.7946122375779012;
[5, 6, 7, 6], 2.794612237577905;
[0, 2, 5, 2], 2.7946122375779012;
[2, 5, 1, 0], 2.898514786759219;
[2, 5, 2, 7], 2.7946122375779026;
[2, 0, 0, 5], 2.794612237577896;
[4, 5, 1, 7], 2.8985147867592156;
[0, 3, 3, 6], 2.7946122375779083;
[1, 1, 3, 7], 2.7946122375778963;
[4, 5, 4, 6], 2.7946122375779003;
[5, 6, 5, 2], 2.794612237577901;
[1, 0, 0, 6], 2.7946122375778994;
[3, 2, 2, 7], 2.7946122375779034;
[7, 4, 1, 7], 2.794612237577897;
[4, 7, 7, 6], 2.7946122375779017;
[3, 2, 4, 3], 2.794612237577893;
[4, 1, 3, 6], 2.898514786759216;
[4, 1, 7, 5], 2.898514786759217;
